00FR               20251118                                                                                   
0601FRH7N       20260101004945100000005000 0700000000002586   
0601FRH7N       20260101004950100000005000 0700000000002587   
0601FRH7N       20260101004955100000005000 0700000000002587   
0601FRH7N       20260101004960100000005000 0700000000002589   
0601FRH7N       20260101004965100000005000 0700000000002589   
0601FRH7N       20260101004970100000005000 0700000000002590   
0601FRH7N       20260101004975100000005000 0700000000002591   
0601FRH7N       20260101004980100000005000 0700000000002591   
0601FRH7N       20260101004985100000005000 0700000000002592   
0601FRH7N       20260101004990100000005000 0700000000002593   
0601FRH7N       20260101004995100000005000 0700000000002594   
0601FRH7N       20260101005000100000005000 0700000000002594   
0601FRH7N       20260101005005100000005000 0700000000002595   
0601FRH7N       20260101005010100000005000 0700000000002596   
0601FRH7N       20260101005015100000005000 0700000000002596   
0601FRH7N       20260101005020100000005000 0700000000002597   
0601FRH7N       20260101005025100000005000 0700000000002598   
0601FRH7N       20260101005030100000005000 0700000000002599   
0601FRH7N       20260101005035100000005000 0700000000002599   
0601FRH7N       20260101005040100000005000 0700000000002600   
0601FRH7N       20260101005045100000005000 0700000000002601   
0601FRH7N       20260101005050100000005000 0700000000002601   
0601FRH7N       20260101005055100000005000 0700000000002602   
0601FRH7N       20260101005060100000005000 0700000000002603   
0601FRH7N       20260101005065100000005000 0700000000002604   
0601FRH7N       20260101005070100000005000 0700000000002604   
0601FRH7N       20260101005075100000005000 0700000000002605   
0601FRH7N       20260101005080100000005000 0700000000002606   
0601FRH7N       20260101005085100000005000 0700000000002606   
0601FRH7N       20260101005090100000005000 0700000000002607   
0601FRH7N       20260101005095100000005000 0700000000002608   
0601FRH7N       20260101005100100000005000 0700000000002609   
0601FRH7N       20260101005105100000005000 0700000000002609   
0601FRH7N       20260101005110100000005000 0700000000002610   
0601FRH7N       20260101005115100000005000 0700000000002611   
0601FRH7N       20260101005120100000005000 0700000000002611   
0601FRH7N       20260101005125100000005000 0700000000002612   
0601FRH7N       20260101005130100000005000 0700000000002613   
0601FRH7N       20260101005135100000005000 0700000000002613   
0601FRH7N       20260101005140100000005000 0700000000002614   
0601FRH7N       20260101005145100000005000 0700000000002615   
0601FRH7N       20260101005150100000005000 0700000000002616   
0601FRH7N       20260101005155100000005000 0700000000002616   
0601FRH7N       20260101005160100000005000 0700000000002617   
0601FRH7N       20260101005165100000005000 0700000000002618   
0601FRH7N       20260101005170100000005000 0700000000002618   
0601FRH7N       20260101005175100000005000 0700000000002619   
0601FRH7N       20260101005180100000005000 0700000000002620   
0601FRH7N       20260101005185100000005000 0700000000002620   
0601FRH7N       20260101005190100000005000 0700000000002621   
0601FRH7N       20260101005195100000005000 0700000000002622   
0601FRH7N       20260101005200100000005000 0700000000002622   
0601FRH7N       20260101005205100000005000 0700000000002623   
0601FRH7N       20260101005210100000005000 0700000000002623   
0601FRH7N       20260101005215100000005000 0700000000002625   
0601FRH7N       20260101005220100000005000 0700000000002625   
0601FRH7N       20260101005225100000005000 0700000000002626   
0601FRH7N       20260101005230100000005000 0700000000002626   
0601FRH7N       20260101005235100000005000 0700000000002627   
0601FRH7N       20260101005240100000005000 0700000000002628   
0601FRH7N       20260101005245100000005000 0700000000002628   
0601FRH7N       20260101005250100000005000 0700000000002629   
0601FRH7N       20260101005255100000005000 0700000000002630   
0601FRH7N       20260101005260100000005000 0700000000002630   
0601FRH7N       20260101005265100000005000 0700000000002631   
0601FRH7N       20260101005270100000005000 0700000000002632   
0601FRH7N       20260101005275100000005000 0700000000002632   
0601FRH7N       20260101005280100000005000 0700000000002633   
0601FRH7N       20260101005285100000005000 0700000000002634   
0601FRH7N       20260101005290100000005000 0700000000002634   
0601FRH7N       20260101005295100000005000 0700000000002635   
0601FRH7N       20260101005300100000005000 0700000000002636   
0601FRH7N       20260101005305100000005000 0700000000002636   
0601FRH7N       20260101005310100000005000 0700000000002637   
0601FRH7N       20260101005315100000005000 0700000000002638   
0601FRH7N       20260101005320100000005000 0700000000002638   
0601FRH7N       20260101005325100000005000 0700000000002639   
0601FRH7N       20260101005330100000005000 0700000000002639   
0601FRH7N       20260101005335100000005000 0700000000002640   
0601FRH7N       20260101005340100000005000 0700000000002641   
0601FRH7N       20260101005345100000005000 0700000000002641   
0601FRH7N       20260101005350100000005000 0700000000002642   
0601FRH7N       20260101005355100000005000 0700000000002643   
0601FRH7N       20260101005360100000005000 0700000000002643   
0601FRH7N       20260101005365100000005000 0700000000002644   
0601FRH7N       20260101005370100000005000 0700000000002645   
0601FRH7N       20260101005375100000005000 0700000000002645   
0601FRH7N       20260101005380100000005000 0700000000002646   
0601FRH7N       20260101005385100000005000 0700000000002647   
0601FRH7N       20260101005390100000005000 0700000000002647   
0601FRH7N       20260101005395100000005000 0700000000002648   
0601FRH7N       20260101005400100000005000 0700000000002648   
0601FRH7N       20260101005405100000005000 0700000000002649   
0601FRH7N       20260101005410100000005000 0700000000002650   
0601FRH7N       20260101005415100000005000 0700000000002650   
0601FRH7N       20260101005420100000005000 0700000000002651   
0601FRH7N       20260101005425100000005000 0700000000002652   
0601FRH7N       20260101005430100000005000 0700000000002652   
0601FRH7N       20260101005435100000005000 0700000000002653   
0601FRH7N       20260101005440100000005000 0700000000002653   
0601FRH7N       20260101005445100000005000 0700000000002654   
0601FRH7N       20260101005450100000005000 0700000000002654   
0601FRH7N       20260101005455100000005000 0700000000002655   
0601FRH7N       20260101005460100000005000 0700000000002656   
0601FRH7N       20260101005465100000005000 0700000000002656   
0601FRH7N       20260101005470100000005000 0700000000002657   
0601FRH7N       20260101005475100000005000 0700000000002658   
0601FRH7N       20260101005480100000005000 0700000000002658   
0601FRH7N       20260101005485100000005000 0700000000002659   
0601FRH7N       20260101005490100000005000 0700000000002660   
0601FRH7N       20260101005495100000005000 0700000000002660   
0601FRH7N       20260101005500100000005000 0700000000002661   
0601FRH7N       20260101005505100000005000 0700000000002662   
0601FRH7N       20260101005510100000005000 0700000000002662   
0601FRH7N       20260101005515100000005000 0700000000002662   
0601FRH7N       20260101005520100000005000 0700000000002663   
0601FRH7N       20260101005525100000005000 0700000000002664   
0601FRH7N       20260101005530100000005000 0700000000002664   
0601FRH7N       20260101005535100000005000 0700000000002665   
0601FRH7N       20260101005540100000005000 0700000000002666   
0601FRH7N       20260101005545100000005000 0700000000002666   
0601FRH7N       20260101005550100000005000 0700000000002667   
0601FRH7N       20260101005555100000005000 0700000000002667   
0601FRH7N       20260101005560100000005000 0700000000002668   
0601FRH7N       20260101005565100000005000 0700000000002668   
0601FRH7N       20260101005570100000005000 0700000000002669   
0601FRH7N       20260101005575100000005000 0700000000002670   
0601FRH7N       20260101005580100000005000 0700000000002670   
0601FRH7N       20260101005585100000005000 0700000000002671   
0601FRH7N       20260101005590100000005000 0700000000002671   
0601FRH7N       20260101005595100000005000 0700000000002672   
0601FRH7N       20260101005600100000005000 0700000000002672   
0601FRH7N       20260101005605100000005000 0700000000002673   
0601FRH7N       20260101005610100000005000 0700000000002674   
0601FRH7N       20260101005615100000005000 0700000000002674   
0601FRH7N       20260101005620100000005000 0700000000002675   
0601FRH7N       20260101005625100000005000 0700000000002676   
0601FRH7N       20260101005630100000005000 0700000000002676   
0601FRH7N       20260101005635100000005000 0700000000002677   
0601FRH7N       20260101005640100000005000 0700000000002677   
0601FRH7N       20260101005645100000005000 0700000000002678   
0601FRH7N       20260101005650100000005000 0700000000002678   
0601FRH7N       20260101005655100000005000 0700000000002679   
0601FRH7N       20260101005660100000005000 0700000000002680   
0601FRH7N       20260101005665100000005000 0700000000002680   
0601FRH7N       20260101005670100000005000 0700000000002681   
0601FRH7N       20260101005675100000005000 0700000000002681   
0601FRH7N       20260101005680100000005000 0700000000002682   
0601FRH7N       20260101005685100000005000 0700000000002682   
0601FRH7N       20260101005690100000005000 0700000000002683   
0601FRH7N       20260101005695100000005000 0700000000002684   
0601FRH7N       20260101005700100000005000 0700000000002684   
0601FRH7N       20260101005705100000005000 0700000000002684   
0601FRH7N       20260101005710100000005000 0700000000002685   
0601FRH7N       20260101005715100000005000 0700000000002686   
0601FRH7N       20260101005720100000005000 0700000000002686   
0601FRH7N       20260101005725100000005000 0700000000002687   
0601FRH7N       20260101005730100000005000 0700000000002688   
0601FRH7N       20260101005735100000005000 0700000000002688   
0601FRH7N       20260101005740100000005000 0700000000002688   
0601FRH7N       20260101005745100000005000 0700000000002689   
0601FRH7N       20260101005750100000005000 0700000000002690   
0601FRH7N       20260101005755100000005000 0700000000002690   
0601FRH7N       20260101005760100000005000 0700000000002691   
0601FRH7N       20260101005765100000005000 0700000000002691   
0601FRH7N       20260101005770100000005000 0700000000002692   
0601FRH7N       20260101005775100000005000 0700000000002692   
