00JU               20251117                                                                                   
0601JUA0Y       20260101002625100000005000 0000000000002817   
0601JUA0Y       20260101002630100000005000 0000000000002819   
0601JUA0Y       20260101002635100000005000 0000000000002820   
0601JUA0Y       20260101002640100000005000 0000000000002823   
0601JUA0Y       20260101002645100000005000 0000000000002824   
0601JUA0Y       20260101002650100000005000 0000000000002825   
0601JUA0Y       20260101002655100000005000 0000000000002828   
0601JUA0Y       20260101002660100000005000 0000000000002830   
0601JUA0Y       20260101002665100000005000 0000000000002831   
0601JUA0Y       20260101002670100000005000 0000000000002832   
0601JUA0Y       20260101002675100000005000 0000000000002835   
0601JUA0Y       20260101002680100000005000 0000000000002836   
0601JUA0Y       20260101002685100000005000 0000000000002837   
0601JUA0Y       20260101002690100000005000 0000000000002839   
0601JUA0Y       20260101002695100000005000 0000000000002841   
0601JUA0Y       20260101002700100000005000 0000000000002843   
0601JUA0Y       20260101002705100000005000 0000000000002844   
0601JUA0Y       20260101002710100000005000 0000000000002845   
0601JUA0Y       20260101002715100000005000 0000000000002848   
0601JUA0Y       20260101002720100000005000 0000000000002849   
0601JUA0Y       20260101002725100000005000 0000000000002850   
0601JUA0Y       20260101002730100000005000 0000000000002852   
0601JUA0Y       20260101002735100000005000 0000000000002854   
0601JUA0Y       20260101002740100000005000 0000000000002855   
0601JUA0Y       20260101002745100000005000 0000000000002857   
0601JUA0Y       20260101002750100000005000 0000000000002859   
0601JUA0Y       20260101002755100000005000 0000000000002860   
0601JUA0Y       20260101002760100000005000 0000000000002862   
0601JUA0Y       20260101002765100000005000 0000000000002863   
0601JUA0Y       20260101002770100000005000 0000000000002865   
0601JUA0Y       20260101002775100000005000 0000000000002867   
0601JUA0Y       20260101002780100000005000 0000000000002868   
0601JUA0Y       20260101002785100000005000 0000000000002869   
0601JUA0Y       20260101002790100000005000 0000000000002872   
0601JUA0Y       20260101002795100000005000 0000000000002873   
0601JUA0Y       20260101002800100000005000 0000000000002874   
0601JUA0Y       20260101002805100000005000 0000000000002875   
0601JUA0Y       20260101002810100000005000 0000000000002878   
0601JUA0Y       20260101002815100000005000 0000000000002879   
0601JUA0Y       20260101002820100000005000 0000000000002880   
0601JUA0Y       20260101002825100000005000 0000000000002881   
0601JUA0Y       20260101002830100000005000 0000000000002883   
0601JUA0Y       20260101002835100000005000 0000000000002885   
0601JUA0Y       20260101002840100000005000 0000000000002886   
0601JUA0Y       20260101002845100000005000 0000000000002887   
0601JUA0Y       20260101002850100000005000 0000000000002889   
0601JUA0Y       20260101002855100000005000 0000000000002890   
0601JUA0Y       20260101002860100000005000 0000000000002892   
0601JUA0Y       20260101002865100000005000 0000000000002894   
0601JUA0Y       20260101002870100000005000 0000000000002895   
0601JUA0Y       20260101002875100000005000 0000000000002896   
0601JUA0Y       20260101002880100000005000 0000000000002897   
0601JUA0Y       20260101002885100000005000 0000000000002900   
0601JUA0Y       20260101002890100000005000 0000000000002901   
0601JUA0Y       20260101002895100000005000 0000000000002902   
0601JUA0Y       20260101002900100000005000 0000000000002903   
0601JUA0Y       20260101002905100000005000 0000000000002905   
0601JUA0Y       20260101002910100000005000 0000000000002906   
0601JUA0Y       20260101002915100000005000 0000000000002907   
0601JUA0Y       20260101002920100000005000 0000000000002909   
0601JUA0Y       20260101002925100000005000 0000000000002911   
0601JUA0Y       20260101002930100000005000 0000000000002912   
0601JUA0Y       20260101002935100000005000 0000000000002913   
0601JUA0Y       20260101002940100000005000 0000000000002914   
0601JUA0Y       20260101002945100000005000 0000000000002916   
0601JUA0Y       20260101002950100000005000 0000000000002917   
0601JUA0Y       20260101002955100000005000 0000000000002918   
0601JUA0Y       20260101002960100000005000 0000000000002921   
0601JUA0Y       20260101002965100000005000 0000000000002922   
0601JUA0Y       20260101002970100000005000 0000000000002923   
0601JUA0Y       20260101002975100000005000 0000000000002924   
0601JUA0Y       20260101002980100000005000 0000000000002926   
0601JUA0Y       20260101002985100000005000 0000000000002927   
0601JUA0Y       20260101002990100000005000 0000000000002928   
0601JUA0Y       20260101002995100000005000 0000000000002929   
0601JUA0Y       20260101003000100000005000 0000000000002931   
0601JUA0Y       20260101003005100000005000 0000000000002932   
0601JUA0Y       20260101003010100000005000 0000000000002933   
0601JUA0Y       20260101003015100000005000 0000000000002934   
0601JUA0Y       20260101003020100000005000 0000000000002937   
0601JUA0Y       20260101003025100000005000 0000000000002938   
0601JUA0Y       20260101003030100000005000 0000000000002939   
0601JUA0Y       20260101003035100000005000 0000000000002940   
0601JUA0Y       20260101003040100000005000 0000000000002942   
0601JUA0Y       20260101003045100000005000 0000000000002943   
0601JUA0Y       20260101003050100000005000 0000000000002944   
0601JUA0Y       20260101003055100000005000 0000000000002946   
0601JUA0Y       20260101003060100000005000 0000000000002947   
0601JUA0Y       20260101003065100000005000 0000000000002948   
0601JUA0Y       20260101003070100000005000 0000000000002949   
0601JUA0Y       20260101003075100000005000 0000000000002951   
0601JUA0Y       20260101003080100000005000 0000000000002952   
0601JUA0Y       20260101003085100000005000 0000000000002953   
0601JUA0Y       20260101003090100000005000 0000000000002954   
0601JUA0Y       20260101003095100000005000 0000000000002956   
0601JUA0Y       20260101003100100000005000 0000000000002957   
0601JUA0Y       20260101003105100000005000 0000000000002958   
0601JUA0Y       20260101003110100000005000 0000000000002959   
0601JUA0Y       20260101003115100000005000 0000000000002961   
0601JUA0Y       20260101003120100000005000 0000000000002962   
0601JUA0Y       20260101003125100000005000 0000000000002962   
0601JUA0Y       20260101003130100000005000 0000000000002963   
0601JUA0Y       20260101003135100000005000 0000000000002965   
0601JUA0Y       20260101003140100000005000 0000000000002966   
0601JUA0Y       20260101003145100000005000 0000000000002967   
0601JUA0Y       20260101003150100000005000 0000000000002968   
0601JUA0Y       20260101003155100000005000 0000000000002970   
0601JUA0Y       20260101003160100000005000 0000000000002971   
0601JUA0Y       20260101003165100000005000 0000000000002972   
0601JUA0Y       20260101003170100000005000 0000000000002974   
0601JUA0Y       20260101003175100000005000 0000000000002975   
0601JUA0Y       20260101003180100000005000 0000000000002976   
0601JUA0Y       20260101003185100000005000 0000000000002977   
0601JUA0Y       20260101003190100000005000 0000000000002979   
0601JUA0Y       20260101003195100000005000 0000000000002980   
0601JUA0Y       20260101003200100000005000 0000000000002980   
0601JUA0Y       20260101003205100000005000 0000000000002981   
0601JUA0Y       20260101003210100000005000 0000000000002983   
0601JUA0Y       20260101003215100000005000 0000000000002984   
0601JUA0Y       20260101003220100000005000 0000000000002985   
0601JUA0Y       20260101003225100000005000 0000000000002986   
0601JUA0Y       20260101003230100000005000 0000000000002988   
0601JUA0Y       20260101003235100000005000 0000000000002989   
0601JUA0Y       20260101003240100000005000 0000000000002990   
0601JUA0Y       20260101003245100000005000 0000000000002990   
0601JUA0Y       20260101003250100000005000 0000000000002992   
0601JUA0Y       20260101003255100000005000 0000000000002993   
0601JUA0Y       20260101003260100000005000 0000000000002994   
0601JUA0Y       20260101003265100000005000 0000000000002996   
0601JUA0Y       20260101003270100000005000 0000000000002997   
0601JUA0Y       20260101003275100000005000 0000000000002998   
0601JUA0Y       20260101003280100000005000 0000000000002998   
0601JUA0Y       20260101003285100000005000 0000000000003000   
0601JUA0Y       20260101003290100000005000 0000000000003001   
0601JUA0Y       20260101003295100000005000 0000000000003002   
0601JUA0Y       20260101003300100000005000 0000000000003003   
0601JUA0Y       20260101003305100000005000 0000000000003005   
0601JUA0Y       20260101003310100000005000 0000000000003005   
0601JUA0Y       20260101003315100000005000 0000000000003006   
0601JUA0Y       20260101003320100000005000 0000000000003007   
0601JUA0Y       20260101003325100000005000 0000000000003009   
0601JUA0Y       20260101003330100000005000 0000000000003010   
0601JUA0Y       20260101003335100000005000 0000000000003011   
0601JUA0Y       20260101003340100000005000 0000000000003011   
0601JUA0Y       20260101003345100000005000 0000000000003013   
0601JUA0Y       20260101003350100000005000 0000000000003014   
0601JUA0Y       20260101003355100000005000 0000000000003015   
0601JUA0Y       20260101003360100000005000 0000000000003016   
0601JUA0Y       20260101003365100000005000 0000000000003017   
0601JUA0Y       20260101003370100000005000 0000000000003018   
0601JUA0Y       20260101003375100000005000 0000000000003019   
0601JUA0Y       20260101003380100000005000 0000000000003021   
0601JUA0Y       20260101003385100000005000 0000000000003022   
0601JUA0Y       20260101003390100000005000 0000000000003022   
0601JUA0Y       20260101003395100000005000 0000000000003023   
0601JUA0Y       20260101003400100000005000 0000000000003025   
0601JUA0Y       20260101003405100000005000 0000000000003026   
0601JUA0Y       20260101003410100000005000 0000000000003026   
0601JUA0Y       20260101003415100000005000 0000000000003027   
0601JUA0Y       20260101003420100000005000 0000000000003029   
0601JUA0Y       20260101003425100000005000 0000000000003030   
0601JUA0Y       20260101003430100000005000 0000000000003030   
0601JUA0Y       20260101003435100000005000 0000000000003031   
0601JUA0Y       20260101003440100000005000 0000000000003033   
0601JUA0Y       20260101003445100000005000 0000000000003034   
0601JUA0Y       20260101003450100000005000 0000000000003034   
0601JUA0Y       20260101003455100000005000 0000000000003035   
0601JUA0Y       20260101003460100000005000 0000000000003037   
0601JUA0Y       20260101003465100000005000 0000000000003038   
0601JUA0Y       20260101003470100000005000 0000000000003038   
0601JUA0Y       20260101003475100000005000 0000000000003040   
0601JUA0Y       20260101003480100000005000 0000000000003041   
0601JUA0Y       20260101003485100000005000 0000000000003041   
0601JUA0Y       20260101003490100000005000 0000000000003042   
0601JUA0Y       20260101003495100000005000 0000000000003044   
0601JUA0Y       20260101003500100000005000 0000000000003045   
0601JUA0Y       20260101003505100000005000 0000000000003045   
0601JUA0Y       20260101003510100000005000 0000000000003046   
0601JUA0Y       20260101003515100000005000 0000000000003048   
0601JUA0Y       20260101003520100000005000 0000000000003048   
0601JUA0Y       20260101003525100000005000 0000000000003049   
0601JUA0Y       20260101003530100000005000 0000000000003050   
0601JUA0Y       20260101003535100000005000 0000000000003052   
0601JUA0Y       20260101003540100000005000 0000000000003052   
0601JUA0Y       20260101003545100000005000 0000000000003053   
0601JUA0Y       20260101003550100000005000 0000000000003054   
